0.303493693,0.484051367,0.564218194,0.364033613,0.461022863,0.126737532,0.138020606,0.007285142,0.19470701
0.333742605,0.521644573,0.523458503,0.408823529,0.569461023,0.127964024,0.142090226,0.007444694,0.178572924
0.284741601,0.528065452,0.535166074,0.410252101,0.532090717,0.133687654,0.120356741,0.007322302,0.179607141
0.296573278,0.5243372,0.551816842,0.400420168,0.484620329,0.137367131,0.099489134,0.007141946,0.189603043
0.342672173,0.571043911,0.51261816,0.431932773,0.518868791,0.136753885,0.100961121,0.007131653,0.204207649
0.376269673,0.606358741,0.467001995,0.464537815,0.577908365,0.136651677,0.102346524,0.007151544,0.207783072
0.381627414,0.631524441,0.423553898,0.484789916,0.65751538,0.136038432,0.110658934,0.007272493,0.201575578
0.403393236,0.638773819,0.426502472,0.484789916,0.658617207,0.138695831,0.099489134,0.007223408,0.213806992
0.422256948,0.665078708,0.38288093,0.503865546,0.699017537,0.138798039,0.100614776,0.007250208,0.218012035
0.459872754,0.684859155,0.339172665,0.517731092,0.742447893,0.140433361,0.098796431,0.007315289,0.216925019
0.459314656,0.698943662,0.300147429,0.530504202,0.763015334,0.141148816,0.097843972,0.007340818,0.21972382
0.434758344,0.705053853,0.265284884,0.535462185,0.771646313,0.137367132,0.112737034,0.007389944,0.226530741
0.441120661,0.687966031,0.32763854,0.522268908,0.753374346,0.1396157,0.105983203,0.007396197,0.23360416
0.399933028,0.64084507,0.41384095,0.482689076,0.658525388,0.140637777,0.100874538,0.007364347,0.228086856
0.315436991,0.544428335,0.536553638,0.422857143,0.521990634,0.138389208,0.108407655,0.007369003,0.224885423
0.307511999,0.519366197,0.556326424,0.400756303,0.54907722,0.139411285,0.097411038,0.007228984,0.22134172
0.360084831,0.574461475,0.508108577,0.446806723,0.610779543,0.138184793,0.105203914,0.007297854,0.214710796
0.384417904,0.601491301,0.470124014,0.475042017,0.680286475,0.139411286,0.106675903,0.007396861,0.214006476
0.358857015,0.596416736,0.479229902,0.461764706,0.682673767,0.143397385,0.076023904,0.0071007,0.21284549
0.336756334,0.557373654,0.52744775,0.416218487,0.633091543,0.148405562,0.042601088,0.006882068,0.215924676
0.298582431,0.48902237,0.589541237,0.351176471,0.545863557,0.149632054,0.02623604,0.006712358,0.224290738
0.325817614,0.53086164,0.555372474,0.379327731,0.579010192,0.148303353,0.030911771,0.00669161,0.209760551
0.333965844,0.539560895,0.548174486,0.398067227,0.575153797,0.142681931,0.060871067,0.006794692,0.215472265
0.29322469,0.49471831,0.580955685,0.355042017,0.521072445,0.142375308,0.073079928,0.006984756,0.207734797
0.204933586,0.37096106,0.653629347,0.232605042,0.409236985,0.140024532,0.085029011,0.007043885,0.184517772
0.117981918,0.300849213,0.687017605,0.148739496,0.300707006,0.142886346,0.06727855,0.006918397,0.193871958
0.178479741,0.335542668,0.67296852,0.196218487,0.319162611,0.142886347,0.072646984,0.007010407,0.184276345
0.324589798,0.471313173,0.598560402,0.359159664,0.454687357,0.145032708,0.085721711,0.007363417,0.204182462
0.480075901,0.607083679,0.470904518,0.48487395,0.625011477,0.148916599,0.087713224,0.007617779,0.211434745
0.503181159,0.656483016,0.387910849,0.511848739,0.723900468,0.148609977,0.096631748,0.007740114,0.21161839
0.428396026,0.583678542,0.495793947,0.470588235,0.627031494,0.148303353,0.1045978,0.007848806,0.21865014
0.444692488,0.573736537,0.497962015,0.469495798,0.621155082,0.150756338,0.100614776,0.007913076,0.222454069
