1360,1045.5,1056.25,1692,1267.5,13.5999999,48.87500095,0.757753825,32.14884368,12.38916208
1292.25,954.75,1173.75,1558.75,972.25,13.29999995,47.69999981,0.725487449,39.20233968,16.64438971
1402,939.25,1140,1554.5,1074,11.9000001,53.97500038,0.750239067,30.96130506,16.37162401
1375.5,948.25,1092,1583.75,1203.25,11,60,0.786712533,19.89562146,13.73529005
1272.25,835.5,1205,1490,1110,11.1500001,59.57500076,0.788794232,15.31585505,9.88344956
1197,750.25,1336.5,1393,949.25,11.17500019,59.17500019,0.784771664,6.895403347,8.940462338
1185,689.5,1461.75,1332.75,732.5,11.32499981,56.77499962,0.760311939,11.13992917,10.57763581
1136.25,672,1453.25,1332.75,729.5,10.67499995,60,0.770238458,5.405500616,7.351704652
1094,608.5,1579,1276,619.5,10.6500001,59.67499924,0.764818726,2.810688037,6.242660502
1009.75,560.75,1705,1234.75,501.25,10.25000024,60.20000076,0.751657165,2.325061547,6.529351623
1011,526.75,1817.5,1196.75,445.25,10.07500005,60.47499943,0.746494516,2.589178303,5.791191635
1066,512,1918,1182,421.75,10.99999976,56.17500019,0.7365596,2.008742635,3.995924293
1051.75,553.25,1738.25,1221.25,471.5,10.45000005,58.125,0.735295083,3.482689325,2.130370432
1144,667,1489.75,1339,729.75,10.20000005,59.59999943,0.741736163,5.131232181,3.585512194
1333.25,899.75,1136,1517,1101.5,10.75,57.42500019,0.740794576,16.17445705,4.42986293
1351,960.25,1079,1582.75,1027.75,10.5,60.59999847,0.769110793,19.66349386,5.364484431
1233.25,827.25,1218,1445.75,859.75,10.79999995,58.35000038,0.755183083,25.0551503,7.113334198
1178.75,762,1327.5,1361.75,670.5,10.49999976,57.92500019,0.73516078,20.00314878,7.299092626
1236,774.25,1301.25,1401.25,664,9.524999857,66.77499866,0.795053789,18.34705758,7.605292633
1285.5,868.5,1162.25,1536.75,799,8.299999833,76.42500114,0.839268068,22.30858298,6.793183479
1371,1033.5,983.25,1730.25,1036.5,8,81.14999962,0.873588534,20.44477998,4.586705931
1310,932.5,1081.75,1646.5,946.25,8.325000167,79.79999924,0.877784445,14.61042796,8.418919081
1291.75,911.5,1102.5,1590.75,956.75,9.700000048,71.15000153,0.856938128,16.55325434,6.91250324
1383,1019.75,1008,1718.75,1104,9.775000095,67.62499809,0.818501207,15.7831831,8.953194276
1580.75,1318.5,798.5,2083,1408.5,10.3499999,64.17499924,0.806543633,17.83994778,15.0764869
1775.5,1487.75,702.25,2332.5,1704,9.650000095,69.30000114,0.831921144,19.09705934,12.60939998
1640,1404,742.75,2191.25,1653.75,9.649999857,67.75,0.813313935,15.76696872,15.1401612
1312.75,1076.25,957.25,1706.5,1284.75,9.125,63.97499943,0.741924224,24.87767187,9.890092509
964.5,748.5,1325.25,1332.5,821,8.175000191,63.39999962,0.690484447,13.52960473,7.977364527
912.75,629.25,1564.5,1252.25,551.75,8.249999881,60.82499886,0.66574436,9.087345627,7.928929906
1080.25,805,1253.5,1375,815.5,8.325000286,58.52500057,0.64376361,8.630947011,6.074365814
1043.75,829,1247.25,1378.25,831.5,7.725000143,59.67499924,0.63076606,5.415775468,5.071111975
987.75,718,1395.5,1303.5,691.5,7.125,61.79999924,0.627597369,4.050256979,1.71865285
888.75,574.25,1680.25,1187,512,6.975000024,62.27499962,0.626107528,2.581678581,0.710517574
831,505.75,1892.75,1133.75,384,6.100000024,65.90000153,0.624753632,1.898934591,0.829014439
